,titles,ratings,reviews,dates,replies,reply_dates
64,2 ailes de raie acheté pour le nouvel…,2,"2 ailes de raie achetées pour le nouvel an. La peau á moitié enlevée, le soucis est qu’il faut l’attraper par les bords, elle est donc maintenant quasi impossible á enlever. Bien entendu on vous présente le côté ou tout va bien. Du travail ni fait ni á faire.",2022-12-31T20:36:33.000Z,,
65,"A fuir,",1,"A fuir,. Imprimante commandé par internet. Reçu avec la vitre cassée et malgré 4mails aucune réponse après 1 semaine. Plus jamais je ne mettrais les pieds dans un de leur magasin.",2023-01-22T19:42:38.000Z,,
66,18/12/2022 Attitude grossière au…,1,"18/12/2022 E.Leclerc CHAMPIGNY SUR MARNE  Attitude grossière au service des bijoux bijoux! La vendeuse blonde est impolie, elle ne fait pas son travail et a perdu le client pour 750 euros. Attitude très grossière. Ou la réticence à travailler le dimanche ? Mais pourquoi envoyer des clients grossièrement ?",2022-12-21T01:35:27.000Z,,
67,Le pain et vraiment à revoir que se…,1,Le pain et vraiment à revoir que se passe t'il ? Et on n'en parle des produits de marque éco+ qui ne sont même plus en rayon sait quand même de l'abus surtout lorsque l'on voit des pubs sur les produits éco+ qui ne sont plus disponibles,2023-01-05T22:07:40.000Z,,
68,Retard de livraison et pas de nouvelles,1,Bonjour  J'ai commandé un téléviseur le 24 11 2022 chez Leclerc que je devais recevoir avant le 08 12 2022. Le transporteur ne sait pas s'il pourra me livrer en décembre.  Pas de nouvelles de Leclerc malgré mes mails et un appel téléphonique début du mois  (une personne devait se renseigner pour activer le transport et reprendre contact avec moi...). Très déçue. Je ne recommanderai pas,2022-12-12T15:04:00.000Z,,
69,Un cuiseur vapeur qui ne fonctionnait…,1,"Un cuiseur vapeur qui ne fonctionnait pas. J'ai annulé la commande mais on me l'a retourné au Point Relais. J avais, dès le lendemain, commandé un autre chez Amazon, j'ai tél x fois. C'est le SAV qui n a pas fait le nécessaire ! Le Service Clients ne peut pas régler ce souci sans l accord du retour du SAV qui m'a confirmé l avoir réceptionné la 1ère fois. Cela dure depuis le 24 novembre. Toujours pas en mesure de clôturer cette demande de remboursement. On m'a demandé de prendre x photos du produit pour le retour... Ce fût fait ! Que de méfiance déjà ! J'ai plus de 
52 € non remboursés. Conclusion : VENTE forcée malgré notre refus. Plus jamais, je n achèterai en ligne chez Leclerc. Du jamais vu ! Un abus de confiance, un vol commercial, une non écoute du client depuis plus de 2 mois. Vous saurez ce qui peut vous arriver avec un retour quel soit le motif. Julia.",2023-01-26T15:37:35.000Z,,
70,A fuir ! Service client peu efficace,1,Après une commande passée le 25/11 prévue en livraison le 28/11 rien reçu. Plusieurs appels et mails. Leclerc déclanche une enquête auprès de leur transporteur au bout de 4 jours.Il faut attendre 10 jours avant d avoir le retour de leur transporteur. Remboursement au bout de 3 jours. Colis d une valeur de 599 € envolé dans la nature....petit conseil pour Leclerc n ayant pas confiance en votre transporteur...au passage..service clientèle incapable de donner la moindre info.Donc cher client  il y a d autres sites plus fiables.,2022-12-20T15:23:51.000Z,,
71,Commande sur internet annulée sans prévenir,1,"Livre commandé sur la plateforme internet le 16 décembre, avec livraison annoncée le 26. Je reçois un mail le 22 me disant que ma commande est en préparation… puis plus rien. Après appel du service client, j’apprends que ma commande a été ANNULÉE par Leclerc le 22 pour cause de rupture de stock et remboursée, SANS M’INFORMER. Cette plateforme internet est NULLE : le même jour, ils annulent une commande et informent le client qu’elle est en préparation, je n’ai jamais vu ça ailleurs. Il s’agissait d’un cadeau qui n’a pas pu être offert. Si j’avais été informée de l’annulation, il était encore temps pour moi de le commander sur Amazon…",2023-01-04T09:00:08.000Z,,
72,Comme la plus part des gens,1,"Comme la plus part des gens , il livre pas le colis , rembourse pas et répond ni au téléphone ni au mail. 
Acheter jamais chez eu je me suis fait avoir 1 fois pas 2 .
Commander chez Amazon un peut plus chère sur certains produit mais au moins vous les réceptionner.
Colis prévue pour Noël (commander le 13/12/22 le colis est encore dans les mains du livreur depuis le 13. Encore une enseigne qui permet de voler les clients sans etre inquiété. Il sont tellement puissant qu’on peut rien faire contre eux . Bref plus jamais Leclerc voleur .",2022-12-21T19:24:26.000Z,,
73,Descriptif mensonger,1,"J'ai acheté une casserole décrite sur le site comme étant compatible induction : ""Tout feux DONT induction""( également mentionnée compatible induction sur mon récépissé de commande). Or, après réception je vois au dos de la casserole mentionné : ""Tout feux SAUF induction"", donc inutilisable dans mon cas.
J'ai fait une réclamation, au bout de 15 jours je n'ai toujours pas de réponse !!! Et pendant ce temps Leclerc continue de vendre la casserole avec le mauvais descriptif...",2022-12-13T12:27:24.000Z,,
74,Ipad commandé sur E.Leclerc,1,"J’ai acheté un IPad sur un partenaire sur le site E. Leclerc.
La couleur choisie a déjà été changée mais j’ai accepté. Mais surtout, l’offre était un livraison France. Le délai de livraison a déjà doublé car le colis est parvenu de Chine avec un adaptateur secteur. J’ai réclamé par 3 fois pendant 1 mois ma facture qui m’st enfin parvenu d’une société à Chypre. Autant dire que la garantie de 3 ans est une grosse rigolade.
Bref, je vous déconseille TRES FORTEMENT de ne pas commander du Hi Tech sur les sites partenaires de Leclerc qui sont aussi fiable qu’une commande directe en chine, en plus cher…",2022-12-28T12:10:09.000Z,,
75,"j'ai passé une commande ""N° CHTSAQSDJA-1 """,1,"j'ai passé une commande ""N° CHTSAQSDJA-1  ""le 22 novembre , toujours en attente de validation alors que j'ai été débité le jours même. 3 e-mails passé aucune réponse , un appel téléphonique sans suite . C'est une catastrophe , de quoi être dégouté d'acheter en ligne chez Leclerc , moi qui voulait acheter français retour imminent chez Amazon. Vraiment déçu du manque de respect pour le client.",2022-12-09T09:24:38.000Z,,
76,LECLERC CHAMBLY (60),1,"LECLERC CHAMBLY (60)
Question prix je ne vois pas de différence avec carrefour market.
Par ailleurs, jeudi 29/12/2022 à 14 h 00 : pas de coquilles St Jacques, pas d'huîtres n° 2 mais une vraie marchande de poisson !
Rayon fromage : brie de Meaux AOP qui avait l'air dégueu et il le fut.
J'avais acheté antérieurement du pâté au rayon découpe  : si j'avais eu un chien, je ne suis pas sûre qu'il l'aurait mangé ! Poubelle. Cette même journée, erreur d'étiquetage sur crevettes en promo et les plus chères, malheureusement, je m'en suis aperçue après être rentrée chez moi (j'habite à 12 km du magasin).
Si c'est maintenir des prix ""bas"" avec de la M.E.R.D.E...",2023-01-04T15:22:42.000Z,,
77,Site vente en ligne leclerc,5,"Je reviens sur mon avis à propos du site leclerc, au final il n'y était pour rien sur ma commande, j'ai reçu un mail du fabricant ou il était écrit rupture de stock du produit et qu'ils procédait à mon remboursement le jour même,mais je pense que j'aurais pu être averti bien avant pour commander ailleurs",2022-12-25T15:23:50.000Z,,
78,Commandes arrivées en retard malgré…,2,"Commandes arrivées en retard malgré prix payé pour une réception rapide pour l'une.
L'autre a été renvoyée a cause de cela et le remboursement se fait lui aussi attendre!!
L'enseigne doit s'améliorer si elle veut faire de la vente par correspondance car elle n'est pas du tout au point dans le respect des délais de livraison.",2022-12-07T19:26:09.000Z,,
79,"du jamais vue ,dégouté",1,"bonsoir je tiens a avertir au centre commercial e.leclerc roque que des policiers municipaux verbalises les automobilistes qui sont garés le long des parties vitrées des entres avec les escalators, c'est une honte, je suis furieux il n'est pas normal de recevoir un PV de 300 euros pour stationnement très gênant chez soi alors que cet un parking privé.
je ne comprends pas pourquoi le centre commercial n'averti pas qu'ils ne veulent pas que l'ont se gare tout le long.
visiblement nous les clients sommes pris pour des vaches a lait .
le centre commercial roque est a fuir absolument .",2022-12-21T20:37:44.000Z,,
80,Pas le bon modèle et service client injoignable !,1,"La livraison ne correspond pas à ma commande. Pas moyen d'aller au bout du ""retourner un article"" sur leur site. Aucune réponse du SAV par mail et ne répond pas non plus au téléphone. Trop décevant ! Leclerc met les gens dans la panade pour Noël... c'est la dernière fois pour moi !",2022-12-16T10:50:15.000Z,,
81,Commande passée le 8 décembre pour des…,1,"Commande passée le 8 décembre pour des cadeaux de noël ! A ce jour le 20 décembre pas de nouvelle de mon colis. Ils lance une enquête qui prend 5 a 10 jours. Pas de remboursement possible bien évidemment,je me retrouve sans cadeaux de noël. Leclerc plus jamais !!!!!",2022-12-20T11:14:09.000Z,,
82,"A fuir : commande jamais livrée, pas remboursée après plus de 3 mois de relances",1,"A fuir : je déconseille très fortement le service Leclerc en ligne.
Leclerc met son nom sur un service dont il ne maitrise rien : ne vous fiez surtout pas au nom du service Leclerc en ligne.
 
J'ai perdu mon temps pendant plus de 3 mois pour chercher à me faire rembourser une livraison de plusieurs centaines d'euros qui n'est jamais arrivée. 

Je n'ai jamais connu le nom du fournisseur. 
On m'a mené en bateau avec des informations plus invraisemblables et incohérentes les unes que les autres : que je n'avais pas payé, que je n'avais pas envoyé de réclamation, que mon compte mail ne fonctionnait pas... Perte de temps et énervement avec des services incompétents et qui se moquent des clients. Votre temps est leur argent.

A éviter car quand cela ne marche pas pour des commandes pourtant très simples, ils sont nuls de chez nuls.",2023-01-20T12:43:58.000Z,,
83,Je vis un enfer avec ma commande,1,"Je vis un enfer avec ma commande. Impossible de savoir oú est mon colis, impossible quand ma livraison va être faite. Ma livraison était prévu le 8 décembre... pas de nouvelles jusqu'au 14 décembre qui me dit que ma livraison est prévue le 08 décembre. 
Clairement que des incapables.",2022-12-15T23:19:09.000Z,,
84,Livraison jamais arrivée et service client inexistant,1,"Livraison jamais arrivée. Le transporteur m'a contacté avant E Leclerc, que j'ai contacté de mon côté à plusieurs reprises sans retour pendant plusieurs semaines, pour avoirune réponse 1 mois après qui m'indiquait que je serai contactée, ce qui n'a jamais été le cas. Service client lamentable. Traitement de la réclamation 2 mois après.",2022-12-04T18:09:38.000Z,,
85,Des colis perdus et service client a revoir,1,"2 achats fait pratiquement en même temps :
Le 1er : un message nous dit qu il est arrivé, on se déplace exprès et on nous dit qu'il n'est pas là.idem la 2 ème fois mais après insistance,ils le trouvent... ça devait être bien rangé...
2eme : commande faite depuis le 22 novembre... aucun signe de vie malgré un mail au service client et des appels chez Leclerc.je dois appeler le service client car personne ne vous trouvera de solution.le service client reviendra vers moi ...j attends,j envoie des mails sans réponse.j ai eu le produit à 50%pour Noël et Noël c est samedi..ça promet...",2022-12-20T11:11:02.000Z,,
86,Toujours pas de cerave gel moussant,1,"Toujours pas de cerave gel moussant, ni en drive ni en parapharmacie ni sur le site. Et ce depuis 1 mois et en pleine période des soldes. Mauvaise gestion du stock. C'est pas sérieux",2023-01-16T16:08:03.000Z,,
87,Mécontente suite à une commande de téléphone,1,"J'ai commandé un téléphone le 28 novembre 2021 je ne l'ai jamais reçu et n'ai jamais été remboursé malgré toutes mes réclamations qui continuent.
Le colis serait perdu par la poste et j'attends toujours mon remboursement.",2023-01-02T12:43:28.000Z,,
88,Ne pas acheter de produits en ligne…,1,"Ne pas acheter de produits en ligne chez eux !
Switch achetée neuve en ligne lors du black Friday et lors du déballage, je constate que tous les scellés de la boîte sont ouverts et que la boîte est abîmée. 
Je n ai donc aucune garantie de bien avoir un produit neuf. 
Impossible d avoir une réponse du service client. 
Existe t il vraiment ?",2022-12-02T05:13:31.000Z,,
89,J'ai acheté un SAMSUNG GALAXY A53 5G,1,"J'ai acheté un SAMSUNG GALAXY A53 5G, via le site Leclerc à 309.99€ en juillet 2022, je n'avais pas vu qu'il y avait vendeur XSTRA, aujourd'hui mon téléphone a un soucis d'écran...
Après de nombreux mails chez XSTRA via le site Leclerc, AUCUN RETOUR!!!
J'ai appelé le SAV LECLERC qui me dit nous ne sommes pas vendeur juste intermédiaire donc pas de SAV pris en charge.... que dois-je faire???
300€ pas une petite somme!!!!
C'est DU VOL.....
NE PAS ACHETER VIA LEUR SITE....",2022-12-02T13:08:59.000Z,,
90,Le prix des produits frais,1,"Le prix des produits frais. Certains des supermarchés E.LECLERC revendent trop cher les fruits et légumes locaux ! Exemple les clémentines corses sont plus chers dans les supermarchés que chez le producteur en direct. Prix producteur : 2,50 € Prix affiché en supermarché : 4,50 €, si je sais bien compter cela fait une marge de 80 %.
Cherchez l'erreur!",2022-11-28T19:24:29.000Z,,
91,je mets 1 etoile car y a pas zero  …,1,"je mets 1 etoile car y a pas zero   fuyez le site...
ARTICLE dispo , debité et apres 3 semaines on me dit on annule et on attend le remboursement , comment peut on commander sans connaitre si un stock dispo",2023-01-06T13:20:32.000Z,,
92,Achat sur le site d un téléviseur…,1,"Achat sur le site d un téléviseur Samsung quelle est pas notre surprise en découvrant une télé TCL dans le carton lors de la livraison !
Il a fallut se battre pour avoir une réponse mais rien de fait pour trouver une solution  et pas respect de leur obligation de fournir un équivalent du produit acheté . 
On déconseille tout achat sur le site surtout auprès du revendeur ICOZA",2022-11-25T20:30:00.000Z,,
